"unique_id","query"
"1824","Bastiodon Platinum 020/127"
"1825","Torracat Team Up 021/181"
"1826","Gengar Fossil 020/062"
"1827","Orbeetle Sword & Shield 019/202"
"1828","Whimsicott Emerging Powers 012/098"
"1829","Shuckle-GX Lost Thunder 017/214"
"1830","Brock's Dugtrio Gym Challenge 022/132"
"1831","Alolan Marowak Crimson Invasion 012/111"
"1832","Vaporeon Unseen Forces 019/115"
"1833","Spewpa BREAKthrough 014/162"
"1834","Gossifleur SWSH Black Star Promos"
"1835","Slowbro FireRed & LeafGreen 014/112"
"1836","Zorua BW Black Star Promos"
"1837","Latios HGSS Black Star Promos"
"1838","Dartrix Darkness Ablaze 012/189"
"1839","Glalie Plasma Blast 022/101"
"1840","Combusken Nintendo Black Star Promos 009/040"
"1841","Arcanine BREAKpoint 011/122"
"1842","Beedrill Base Set 2 021/130"
"1843","Shiftry-GX Celestial Storm 014/168"
"1844","Charizard-EX Evolutions 012/108"
"1845","Slowking Aquapolis"
"1846","Alolan Sandshrew Guardians Rising 019/145"
"1847","Reshiram Plasma Freeze 017/116"
"1848","Dartrix Cosmic Eclipse 019/236"
"1849","Dusclops Crystal Guardians 017/100"
"1850","Deoxys Deoxys 018/107"
"1851","Accelgor Furious Fists 009/111"
"1852","Articuno Roaring Skies 016/108"
"1853","Chandelure Next Destinies 020/099"
"1854","Elekid HS—Triumphant 021/102"
"1855","Crustle Unified Minds 011/236"
"1856","Pignite Black & White 017/114"
"1857","Entei Neo Revelation 017/064"
"1858","Snorlax δ Dragon Frontiers 010/101"
"1859","Beautifly Diamond & Pearl 019/130"
"1860","Dedenne McDonald's Collection 2016 010/012"
"1861","Bronzong E4 Rising Rivals 016/111"
"1862","Magneton Legend Maker 022/092"
"1863","Golisopod-GX Burning Shadows 017/147"
"1864","Pichu Neo Genesis 012/111"
"1865","Litleo Steam Siege 022/114"
"1866","Lucario HS—Unleashed 019/095"
"1867","Shaymin Vivid Voltage 015/185"
"1868","Voltorb Hidden Fates 021/068"
"1869","Dragalge XY Black Star Promos"
"1870","Croagunk POP Series 8 013/017"
"1871","Moltres Legendary Treasures 022/113"
"1872","Frogadier Kalos Starter Set"
"1873","Seviper Emerald 020/106"
"1874","Bulbasaur POP Series 2 012/017"
"1875","Vaporeon Jungle 012/064"
"1876","Dark Omastar Neo Destiny 019/105"
"1877","Trevenant-EX Primal Clash 019/160"
"1878","Finneon Phantom Forces 018/119"
"1879","Metagross Legends Awakened 010/146"
"1880","Magcargo Skyridge"
"1881","Banette Secret Wonders 023/132"
"1882","Omastar BREAK Fates Collide 019/124"
"1883","Infernape Plasma Storm 017/135"
"1884","Magmar Furious Fists 010/111"
"1885","Exploud Great Encounters 017/106"
"1886","Glaceon-EX Fates Collide 020/124"
"1887","Froslass Plasma Blast 023/101"
"1888","Steelix Aquapolis"
"1889","Fearow δ Crystal Guardians 018/100"
"1890","Holon's Electrode Delta Species 021/113"
"1891","Numel Crimson Invasion 013/111"
"1892","The Rocket's Trap Gym Heroes 019/132"
"1893","Haunter Fossil 021/062"
"1894","Palkia Majestic Dawn 011/100"
"1895","Giovanni's Nidoqueen Gym Challenge 023/132"
"1896","Reshiram Next Destinies 021/099"
"1897","Articuno Roaring Skies 017/108"
"1898","Dragonair Base Set 2 022/130"
"1899","Beedrill Legendary Collection 020/110"
"1900","Charizard Boundaries Crossed 020/149"
"1901","Rainbow Energy Team Rocket 017/082"
"1902","Venomoth Jungle 013/064"
"1903","Camerupt G Supreme Victors 019/147"
"1904","Happiny POP Series 8 014/017"
"1905","Togetic δ Dragon Frontiers 011/101"
"1906","Slugma XY 020/146"
"1907","Fennekin Forbidden Light 014/131"
"1908","Petilil Emerging Powers 013/098"
"1909","Victini Legendary Treasures 023/113"
"1910","Wooloo SWSH Black Star Promos"
"1911","Decidueye Darkness Ablaze 013/189"
"1912","Chansey Unseen Forces 020/115"
"1913","Karrablast Unified Minds 012/236"
"1914","Team Magma's Mightyena Team Magma vs Team Aqua 021/095"
"1915","Team Magma's Aron Double Crisis 012/034"
"1916","Shiftry Sandstorm 012/100"
"1917","Dark Slowking Neo Destiny 020/105"
"1918","Bellsprout Unbroken Bonds 013/214"
"1919","Leafeon HS—Undaunted 017/090"
"1920","Torterra Stormfront 011/100"
"1921","Cacnea POP Series 2 013/017"
"1922","Dark Tyranitar Team Rocket Returns 020/109"
"1923","Virizion Noble Victories 013/101"
"1924","Magmortar Dragons Exalted 021/124"
"1925","Shelgon Dragon 020/097"
"1926","Seadra Dragon Majesty"
"1927","Ho-oh Neo Revelation 018/064"
"1928","Gyarados Ancient Origins 021/098"
"1929","Genesect Vivid Voltage 016/185"
"1930","Decidueye Cosmic Eclipse 020/236"
"1931","Numel BREAKpoint 012/122"
"1932","Zangoose δ POP Series 5 015/017"
"1933","Charmander Burning Shadows 018/147"
"1934","Beautifly Platinum 021/127"
"1935","Golduck HS—Triumphant 022/102"
"1936","Magmortar DP Black Star Promos"
"1937","Dugtrio Base 019/102"
"1938","Swampert Ruby & Sapphire 013/109"
"1939","Ludicolo Deoxys 019/107"
"1940","Drapion E4 Rising Rivals 017/111"
"1941","Vivillon BREAKthrough 015/162"
"1942","Greninja Kalos Starter Set"
"1943","M Charizard-EX Evolutions 013/108"
"1944","Spheal Flashfire 024/106"
"1945","Phantump Rebel Clash 014/192"
"1946","Meganium Mysterious Treasures 013/123"
"1947","Pignite Black & White 018/114"
"1948","Dugtrio Secret Wonders 024/132"
"1949","Monferno Ultra Prism 022/156"
"1950","Snorlax FireRed & LeafGreen 015/112"
"1951","Feraligatr Expedition Base Set 012/165"
"1952","Dark Persian Wizards Black Star Promos"
"1953","Granbull HeartGold & SoulSilver 022/123"
"1954","Heracross Lost Thunder 018/214"
"1955","Victini-EX Plasma Storm 018/135"
"1956","Absol Holon Phantoms 018/110"
"1957","Skarmory Neo Genesis 013/111"
"1958","Tyranitar Neo Discovery 012/075"
"1959","Machamp Power Keepers 011/108"
"1960","Alolan Sandshrew Guardians Rising"
"1961","Smeargle Call of Legends 021/095"
"1962","Leafeon-EX Generations 010/083"
"1963","Mewtwo Legends Awakened 011/146"
"1964","Tsareena Sun & Moon 020/149"
"1965","Bibarel Diamond & Pearl 020/130"
"1966","Surskit Celestial Storm 015/168"
"1967","Zangoose Emerald 021/106"
"1968","Horsea Plasma Freeze 018/116"
"1969","Lumineon Phantom Forces 019/119"
"1970","Golem Arceus 019/099"
"1971","Combusken Dark Explorers 016/108"
"1972","Entei-GX Shining Legends"
"1973","Electrode Hidden Fates 022/068"
"1974","Galarian Cursola V Champion's Path 021/073"
"1975","Mudkip Nintendo Black Star Promos 010/040"
"1976","Shiftry Hidden Legends 014/101"
"1977","Meowth McDonald's Collection 2016 011/012"
"1978","Pyroar Steam Siege 023/114"
"1979","Vulpix Primal Clash 020/160"
"1980","Magcargo Skyridge"
"1981","Ninetales HS—Unleashed 020/095"
"1982","Skiddo XY Black Star Promos"
"1983","Raichu Power Keepers 012/108"
"1984","Cleffa HGSS Black Star Promos"
"1985","Wailord Ruby & Sapphire 014/109"
"1986","Umbreon Call of Legends 022/095"
"1987","Hitmonlee Fossil 022/062"
"1988","Pyroar BREAK Steam Siege 024/114"
"1989","Magmortar Furious Fists 011/111"
"1990","Clauncher Kalos Starter Set"
"1991","Kingdra-GX Dragon Majesty"
"1992","Masquerain Celestial Storm 016/168"
"1993","Buzzwole Cosmic Eclipse 021/236"
"1994","Emboar Black & White 019/114"
"1995","Charizard-EX Generations 011/083"
"1996","Ninetales Primal Clash 021/160"
"1997","Lycanroc-GX SM Black Star Promos"
"1998","Minccino BW Black Star Promos"
"2015","Solrock Sandstorm 013/100"
"2016","Jolteon Hidden Fates 023/068"
"2017","Mesprit Mysterious Treasures 014/123"
"2018","Tauros FireRed & LeafGreen 016/112"
"2019","Seadra Plasma Freeze 019/116"
"2020","Phione Majestic Dawn 012/100"
"2021","Magcargo Deoxys 020/107"
"2022","Magneton Skyridge"
"2023","Giovanni's Pinsir Gym Challenge 024/132"
"2024","Carnivine Diamond & Pearl 021/130"
"2025","Growlithe Sun & Moon 021/149"
"2026","Gossifleur Sword & Shield 020/202"
"2027","Ho-Oh-EX Dragons Exalted 022/124"
"2028","Blaziken Dark Explorers 017/108"
"2029","Bellossom δ Holon Phantoms 019/110"
"2030","Victini-EX Legendary Treasures 024/113"
"2031","Weepinbell Unbroken Bonds 014/214"
"2032","Numel Boundaries Crossed 021/149"
"2033","Charmander Burning Shadows"
"2034","Foongus Unified Minds 013/236"
"2035","Umbreon Neo Discovery 013/075"
"2036","Breloom Emerald 022/106"
"2037","Charizard G Supreme Victors 020/147"
"2038","Pansear Plasma Storm 019/135"
"2039","Skiddo Vivid Voltage 017/185"
"2040","Hariyama Arceus 020/099"
"2041","Vaporeon Ancient Origins 022/098"
"2042","Voltorb Hidden Fates Shiny Vault"
"2043","Sealeo Flashfire 025/106"
"2044","Squirtle Team Up 022/181"
"2045","Honedge XY Black Star Promos"
"2046","Alcremie V Champion's Path 022/073"
"2047","Bounsweet Darkness Ablaze 014/189"
"2048","Alolan Sandslash Guardians Rising 020/145"
"2049","Victreebel Jungle 014/064"
"2050","Infernape Ultra Prism 023/156"
"2051","Slowking Neo Genesis 014/111"
"2052","Marshtomp Nintendo Black Star Promos 011/040"
"2053","Dark Ursaring Neo Destiny 021/105"
"2054","Frillish Phantom Forces 020/119"
"2055","Gengar Expedition Base Set 013/165"
"2056","Team Magma's Rhydon Team Magma vs Team Aqua 022/095"
"2057","White Kyurem Fates Collide 021/124"
"2058","Holon's Magneton Delta Species 022/113"
"2059","Grovyle δ Crystal Guardians 019/100"
"2060","Luvdisc POP Series 2 014/017"
"2061","Hypno HeartGold & SoulSilver 023/123"
"2062","Kingdra Neo Revelation 019/064"
"2063","Blissey Platinum 022/127"
"2064","Espeon E4 Rising Rivals 018/111"
"2065","Team Rocket's Meowth Wizards Black Star Promos"
"2066","Metagross HS—Undaunted 018/090"
"2067","Celebi ◇ Lost Thunder 019/214"
"2068","Skarmory Dragon 021/097"
"2069","Politoed Legends Awakened 012/146"
"2070","Magcargo XY 021/146"
"2071","Eevee McDonald's Collection 2016 012/012"
"2072","Camerupt Crimson Invasion 014/111"
"2073","Walrein Hidden Legends 015/101"
"2074","Electabuzz Base 020/102"
"2075","Piplup POP Series 8 015/017"
"2076","Sudowoodo Aquapolis"
"2077","Reshiram-EX Next Destinies 022/099"
"2078","Relicanth Plasma Blast 024/101"
"2079","Abomasnow Stormfront 012/100"
"2080","Wingull Roaring Skies 018/108"
"2081","Slaking Power Keepers 013/108"
"2082","Dark Arbok Team Rocket 019/082"
"2083","Zapdos Hidden Fates 024/068"
"2084","Pelipper Roaring Skies 019/108"
"2085","Volbeat Celestial Storm 017/168"
"2086","Victini Noble Victories 015/101"
"2087","Xurkitree Hidden Fates Shiny Vault"
"2088","Team Magma's Zangoose Team Magma vs Team Aqua 023/095"
"2089","Magikarp Dragon Majesty"
"2090","Jellicent Phantom Forces 021/119"
"2091","Hypno Great Encounters 019/106"
"2092","Mime Jr. DP Black Star Promos"
"2093","Machamp XY Black Star Promos"
"2094","Flareon Rising Rivals 019/111"
"2095","Pelipper Deoxys 021/107"
"2096","Eldegoss Sword & Shield 021/202"
"2097","Steelix Neo Genesis 015/111"
"2098","Victreebel Unbroken Bonds 015/214"
"2099","Electrode Base 021/102"
"2100","Koga's Arbok Gym Challenge 025/132"
"2101","Team Magma's Lairon Double Crisis 013/034"
"2102","Staryu Next Destinies 023/099"
"2103","M Charizard-EX Generations 012/083"
"2104","Bronzong Stormfront 013/100"
"2105","Clefable Diamond & Pearl 022/130"
"2106","Raichu Mysterious Treasures 015/123"
"2107","Ninetales Evolutions 015/108"
"2108","Camerupt Boundaries Crossed 022/149"
"2109","Rotom Majestic Dawn 013/100"
"2110","Servine McDonald's Collection 2012 001/012"
"2111","Walrein Flashfire 026/106"
"2112","Torchic Furious Fists 012/111"
"2113","Vileplume Jungle 015/064"
"2114","Bellossom Hidden Legends 016/101"
"2115","Pinsir Legend Maker 024/092"
"2116","Alolan Vulpix Guardians Rising 021/145"
"2117","Ampharos Call of Legends 023/095"
"2118","Riolu POP Series 8 016/017"
"2119","Relicanth Ancient Origins 023/098"
"2120","Simisear Plasma Storm 020/135"
"2121","Charizard & Braixen-GX Cosmic Eclipse 022/236"
"2122","Dugtrio Base Set 2 023/130"
"2123","Lugia Neo Revelation 020/064"
"2124","Torkoal Shining Legends 011/073"
"2125","Braixen Forbidden Light 016/131"
"2126","Umbreon ★ POP Series 5 017/017"
"2127","Camerupt Emerald 023/106"
"2128","Snover Plasma Blast 025/101"
"2129","Zangoose Sandstorm 014/100"
"2130","Galarian Ponyta SWSH Black Star Promos"
"2131","Squirtle Team Up 023/181"
"2132","Charmeleon Burning Shadows 019/147"
"2133","Brock's Onix Gym Heroes 021/132"
"2134","Hypno Delta Species 023/113"
"2135","Magikarp Dragons Exalted 023/124"
"2136","Lopunny Arceus 021/099"
"2137","Mismagius HS—Undaunted 019/090"
"2138","Amoonguss Unified Minds 014/236"
"2139","Arcanine Sun & Moon 022/149"
"2140","Lapras HeartGold & SoulSilver 024/123"
"2141","Probopass Legends Awakened 013/146"
"2142","Gogoat Vivid Voltage 018/185"
"2143","Phanpy POP Series 2 015/017"
"2144","Blaziken Holon Phantoms 020/110"
"2145","Tepig Legendary Treasures 025/113"
"2146","Hypno Fossil 023/062"
"2147","Lilligant Emerging Powers 014/098"
"2148","Slugma Primal Clash 022/160"
"2149","Volcanion Steam Siege 025/114"
"2150","Pansage BW Black Star Promos"
"2151","Unown [A] Neo Discovery 014/075"
"2152","Furret Team Rocket Returns 022/109"
"2153","Grubbin Rebel Clash 016/192"
"2154","Steenee Darkness Ablaze 015/189"
"2155","Gogoat BREAKthrough 017/162"
"2156","Typhlosion δ Dragon Frontiers 012/101"
"2157","Suicune Aquapolis"
"2158","Light Dragonair Neo Destiny 022/105"
"2159","Alcremie VMAX Champion's Path 023/073"
"2160","Electrode Secret Wonders 026/132"
"2161","Poochyena Kalos Starter Set"
"2162","Vaporeon Plasma Freeze 020/116"
"2163","Staryu Crimson Invasion 015/111"
"2164","Pikachu Nintendo Black Star Promos 012/040"
"2165","Illumise Celestial Storm 018/168"
"2166","Treecko Lost Thunder 020/214"
"2167","Ponyta Cosmic Eclipse 023/236"
"2168","Drapion Diamond & Pearl 023/130"
"2169","Light Lanturn Neo Destiny 023/105"
"2170","Solrock Legend Maker 025/092"
"2171","Dusclops Power Keepers 014/108"
"2172","Volcanion-EX Steam Siege 026/114"
"2173","Zapdos Majestic Dawn 014/100"
"2174","Togetic Neo Genesis 016/111"
"2175","Abomasnow Plasma Blast 026/101"
"2176","Dark Blastoise Team Rocket 020/082"
"2177","Starmie Next Destinies 024/099"
"2178","Deerling Emerging Powers 015/098"
"2179","Wooper Plasma Freeze 021/116"
"2180","Team Magma's Aggron Double Crisis 014/034"
"2181","Ursaring Neo Discovery 015/075"
"2182","Rayquaza Deoxys 022/107"
"2183","Victini Boundaries Crossed 023/149"
"2184","Turtwig POP Series 8 017/017"
"2185","Tentacruel Aquapolis"
"2186","Trevenant XY Black Star Promos"
"2187","Torkoal Sun & Moon 023/149"
"2188","Furret Secret Wonders 027/132"
"2189","Gyarados Dragon Majesty"
"2190","Vibrava Dragon 022/097"
"2191","Gyarados Dragons Exalted 024/124"
"2192","Magcargo Primal Clash 023/160"
"2193","Ledian HeartGold & SoulSilver 025/123"
"2194","Charizard-GX Burning Shadows 020/147"
"2195","Zygarde SM Black Star Promos"
"2196","Kabutops Fossil 024/062"
"2197","Manectric Arceus 022/099"
"2198","Tangela Unbroken Bonds 016/214"
"2199","Claydol Emerald 024/106"
"2200","Seviper Hidden Fates Shiny Vault"
"2201","Pansear XY 022/146"
"2202","Dialga Platinum 023/127"
"2203","Butterfree Legendary Collection 021/110"
"2204","Poliwrath HS—Unleashed 021/095"
"2205","Machop Champion's Path 024/073"
"2206","Starmie Crimson Invasion 016/111"
"2207","Binacle Fates Collide 022/124"
"2208","Glameow DP Black Star Promos"
"2209","Brock's Rhyhorn Gym Heroes 022/132"
"2210","Litwick Plasma Storm 021/135"
"2211","Emboar Black & White 020/114"
"2212","Ninetales-EX Generations 013/083"
"2213","Torkoal Dark Explorers 018/108"
"2214","Cherrim Stormfront 014/100"
"2215","Larvesta Shining Legends 012/073"
"2216","Chimecho Supreme Victors 021/147"
"2217","Electabuzz Base Set 2 024/130"
"2218","Meowth Nintendo Black Star Promos 013/040"
"2219","Victreebel FireRed & LeafGreen 017/112"
"2220","Electabuzz Unseen Forces 022/115"
"2221","Ledian Team Rocket Returns 023/109"
"2222","Arcanine Sandstorm 015/100"
"2223","Pikachu Roaring Skies 020/108"
"2224","Pansear Noble Victories 016/101"
"2225","Mightyena Kalos Starter Set"
"2226","Cyndaquil BREAKthrough 018/162"
"2227","Camerupt BREAKpoint 013/122"
"2228","Golem Expedition Base Set 014/165"
"2229","Combusken Furious Fists 013/111"
"2230","Cleffa Call of Legends 024/095"
"2231","Ninetales BREAK Evolutions 016/108"
"2232","Delphox Forbidden Light 017/131"
"2233","Wartortle Team Up 024/181"
"2234","Heat Rotom Ultra Prism 024/156"
"2235","Dhelmise Vivid Voltage 019/185"
"2236","Pidove BW Black Star Promos"
"2237","Pikachu POP Series 2 016/017"
"2238","Tsareena Darkness Ablaze 016/189"
"2239","Rillaboom V Rebel Clash 017/192"
"2240","Luvdisc Flashfire 027/106"
"2241","Gallade E4 Rising Rivals 020/111"
"2242","Wigglytuff Jungle 016/064"
"2243","Magneton Skyridge"
"2244","Pidgeotto Base 022/102"
"2245","Pansage McDonald's Collection 2012 002/012"
"2246","Regice Ancient Origins 024/098"
"2247","Vulpix Sword & Shield 022/202"
"2248","Blaziken Ruby & Sapphire 015/109"
"2249","Typhlosion Mysterious Treasures 016/123"
"2250","Alolan Vulpix Guardians Rising"
"2251","Rayquaza Legends Awakened 014/146"
"2252","Kricketune HS—Triumphant 024/102"
"2253","Tepig Boundaries Crossed 024/149"
"2254","Grovyle Lost Thunder 021/214"
"2255","Magby Team Rocket Returns 024/109"
"2256","Ninetales Sword & Shield 023/202"
"2257","Volcarona Shining Legends 013/073"
"2258","Rillaboom V SWSH Black Star Promos"
"2259","Lampent Plasma Storm 022/135"
"2260","Salandit Ultra Prism 025/156"
"2261","Lapras Next Destinies 025/099"
"2262","Bagon Dragon 023/097"
"2263","Pignite Legendary Treasures 026/113"
"2264","Cacnea Celestial Storm 019/168"
"2265","Raichu Neo Revelation 021/064"
"2266","Typhlosion Neo Genesis 017/111"
"2267","Feraligatr Call of Legends 025/095"
"2268","Ho-Oh-GX Burning Shadows 021/147"
"2269","Dwebble McDonald's Collection 2012 003/012"
"2270","Growlithe Evolutions 017/108"
"2271","Buizel Flashfire 028/106"
"2272","Aerodactyl Majestic Dawn 015/100"
"2273","Barbaracle Fates Collide 023/124"
"2274","Litten Sun & Moon 024/149"
"2275","Inkay Kalos Starter Set"
"2276","Darkrai DP Black Star Promos"
"2277","Fomantis Unified Minds 015/236"
"2278","Team Aqua's Cacnea Team Magma vs Team Aqua 024/095"
"2279","Simisear Noble Victories 017/101"
"2280","Latias Nintendo Black Star Promos 014/040"
"2281","Litleo Forbidden Light 018/131"
"2282","Simisear XY 023/146"
"2283","Wailmer Dragons Exalted 025/124"
"2284","Team Magma's Groudon-EX Double Crisis 015/034"
"2285","Lapras Dragon Majesty"
"2286","Latias δ Holon Phantoms 021/110"
"2287","Combusken Emerald 025/106"
"2288","Smoochum HGSS Black Star Promos"
"2289","Machoke Champion's Path 025/073"
"2290","Rapidash Cosmic Eclipse 024/236"
"2291","Electrode Base Set 2 025/130"
"2292","Togetic Aquapolis"
"2293","Omastar Arceus 023/099"
"2294","Mightyena δ Delta Species 024/113"
"2295","Arcanine Base 023/102"
"2296","Tangrowth Unbroken Bonds 017/214"
"2297","Dark Charizard Team Rocket 021/082"
"2298","Tirtouga Plasma Blast 027/101"
"2299","Slurpuff XY Black Star Promos"
"2300","Lapras Fossil 025/062"
"2301","Alolan Ninetales-GX Guardians Rising 022/145"
"2302","Sabrina's Abra Wizards Black Star Promos"
"2303","Rillaboom VMAX Rebel Clash 018/192"
"2304","Axew BW Black Star Promos"
"2305","Rotom HS—Undaunted 020/090"
"2306","Heatmor Dark Explorers 019/108"
"2307","Grumpig Crystal Guardians 020/100"
"2308","Emboar-EX BREAKpoint 014/122"
"2309","Orbeetle V Vivid Voltage 020/185"
"2310","Spinda Legend Maker 026/092"
"2311","Quilava BREAKthrough 019/162"
"2312","Meganium HeartGold & SoulSilver 026/123"
"2313","Blaziken Furious Fists 014/111"
"2314","Sawsbuck Emerging Powers 016/098"
"2315","Kingler Expedition Base Set 015/165"
"2316","Golduck Secret Wonders 028/132"
"2317","Pansear Black & White 021/114"
"2318","Elekid Unseen Forces 023/115"
"2319","Alomomola Phantom Forces 022/119"
"2320","Brock's Sandslash Gym Heroes 023/132"
"2321","Wobbuffet Neo Discovery 016/075"
"2322","Drifblim Diamond & Pearl 024/130"
"2323","Clefable Jungle 017/064"
"2324","Celebi ex POP Series 2 017/017"
"2325","Tyranitar Mysterious Treasures 017/123"
"2326","Mantine Steam Siege 027/114"
"2327","Wimpod Darkness Ablaze 017/189"
"2328","Sableye Deoxys 023/107"
"2329","Arcanine FireRed & LeafGreen 018/112"
"2330","Moltres Skyridge"
"2331","Quagsire Plasma Freeze 022/116"
"2332","Primeape HS—Unleashed 022/095"
"2333","Light Ledian Neo Destiny 024/105"
"2334","Regigigas Legends Awakened 015/146"
"2335","Kyurem-EX Ancient Origins 025/098"
"2336","Ekans Hidden Fates 025/068"
"2337","Dark Dragonite Team Rocket 022/082"
"2338","Grubbin Unbroken Bonds 018/214"
"2339","Latios δ Holon Phantoms 022/110"
"2340","Hitmonchan Unseen Forces 024/115"
"2341","Gogoat XY Black Star Promos"
"2342","Cinderace V SWSH Black Star Promos"
"2343","Dugtrio Platinum 024/127"
"2344","Electrode Legendary Collection 022/110"
"2345","Drapion Stormfront 015/100"
"2346","Pignite McDonald's Collection 2012 004/012"
"2347","Larvesta Dark Explorers 020/108"
"2348","Granbull Call of Legends 026/095"
"2349","Reshiram Shining Legends 014/073"
"2350","Floatzel Flashfire 029/106"
"2351","Koga's Muk Gym Challenge 026/132"
"2352","Golem Secret Wonders 029/132"
"2353","Pansear Burning Shadows 022/147"
"2354","Porygon2 Delta Species 025/113"
"2355","Misdreavus Team Rocket Returns 025/109"
"2356","Pyroar Forbidden Light 019/131"
"2357","Eldegoss V Rebel Clash 019/192"
"2358","Camerupt Dragon 024/097"
"2359","Wailord Dragons Exalted 026/124"
"2360","Spiritomb Legends Awakened 016/146"
"2361","Magikarp Crimson Invasion 017/111"
"2362","Pignite Boundaries Crossed 025/149"
"2363","Golisopod Darkness Ablaze 018/189"
"2364","Ponyta Generations 014/083"
"2365","Voltorb Roaring Skies 021/108"
"2366","Lanturn Power Keepers 015/108"
"2367","Chimecho Hidden Legends 017/101"
"2368","Fennekin XY 024/146"
"2369","Heatmor Noble Victories 018/101"
"2370","Breloom Ruby & Sapphire 016/109"
"2371","Simisear Black & White 022/114"
"2372","Igglybuff Crystal Guardians 021/100"
"2373","Cacturne Celestial Storm 020/168"
"2374","Bronzong Majestic Dawn 016/100"
"2375","Charmeleon Base 024/102"
"2376","Tentacool Guardians Rising 023/145"
"2377","Flareon Cosmic Eclipse 025/236"
"2378","Roserade HS—Unleashed 023/095"
"2379","Magcargo Primal Clash 024/160"
"2380","Pelipper Arceus 024/099"
"2381","Sceptile-GX Lost Thunder 022/214"
"2382","Shuppet Hidden Fates Shiny Vault"
"2383","Tropical Wind DP Black Star Promos"
"2384","Torracat Sun & Moon 025/149"
"2385","Kingler Great Encounters 020/106"
"2386","Carracosta Plasma Blast 028/101"
"2387","Chansey FireRed & LeafGreen 019/112"
"2388","Lapras HGSS Black Star Promos"
"2389","Brock's Zubat Gym Heroes 024/132"
"2390","Heatmor Plasma Storm 023/135"
"2391","Dodrio Emerald 026/106"
"2392","Lurantis Unified Minds 016/236"
"2393","Gastrodon East Sea Rising Rivals 021/111"
"2394","Team Aqua's Poochyena Double Crisis 016/034"
"2395","Pawniard Kalos Starter Set"
"2396","Claydol Supreme Victors 022/147"
"2397","Lapras Next Destinies 026/099"
"2398","Glaceon Plasma Freeze 023/116"
"2399","Nidoqueen Skyridge"
"2400","Psyduck Wizards Black Star Promos"
"2401","Seaking Deoxys 024/107"
"2402","Manectric-EX Phantom Forces 023/119"
"2403","Totodile Dragon Majesty"
"2404","Typhlosion Neo Genesis 018/111"
"2405","Persian HeartGold & SoulSilver 027/123"
"2406","Typhlosion BREAKthrough 020/162"
"2407","Arbok δ Dragon Frontiers 013/101"
"2408","Torkoal V Sword & Shield 024/202"
"2409","Blastoise Team Up 025/181"
"2410","Rotom Fates Collide 024/124"
"2411","Poliwag Furious Fists 015/111"
"2412","Articuno Next Destinies 027/099"
"2413","Shuckle HGSS Black Star Promos"
"2414","Braixen XY 025/146"
"2415","Dustox Diamond & Pearl 025/130"
"2416","Drifblim Stormfront 016/100"
"2417","Uxie Mysterious Treasures 018/123"
"2418","Steelix HS—Unleashed 024/095"
"2419","Team Aqua's Carvanha Team Magma vs Team Aqua 025/095"
"2420","Skarmory HS—Undaunted 021/090"
"2421","Hitmonlee Unseen Forces 025/115"
"2422","Yanmega Legends Awakened 017/146"
"2423","M Manectric-EX Phantom Forces 024/119"
"2424","Magneton Fossil 026/062"
"2425","Torkoal Legend Maker 027/092"
"2426","Shiftry Deoxys 025/107"
"2427","Pichu Arceus 025/099"
"2428","Erika's Clefairy Gym Heroes 025/132"
"2429","Donphan Ruby & Sapphire 017/109"
"2430","Espeon Sandstorm 016/100"
"2431","Crawdaunt G Supreme Victors 023/147"
"2432","Kartana Unbroken Bonds 019/214"
"2433","Lunatone HS—Triumphant 025/102"
"2434","Raikou Neo Revelation 022/064"
"2435","Electrode Emerald 027/106"
"2436","Ducklett Plasma Blast 029/101"
"2437","Psyduck Team Up 026/181"
"2438","Larvesta Noble Victories 019/101"
"2439","Dewgong Base 025/102"
"2440","Shellos Steam Siege 028/114"
"2441","Litten Shining Legends 015/073"
"2442","Kangaskhan Base Set 2 026/130"
"2443","Emboar Legendary Treasures 027/113"
"2444","Wurmple Lost Thunder 023/214"
"2445","Feebas Dragons Exalted 027/124"
"2446","Inkay Hidden Fates Shiny Vault"
"2447","Ekans Hidden Fates 026/068"
"2448","Exeggutor Legendary Collection 023/110"
"2449","Light Machamp Neo Destiny 025/105"
"2450","Slugma Cosmic Eclipse 026/236"
"2451","Emboar Boundaries Crossed 026/149"
"2452","Pichu HeartGold & SoulSilver 028/123"
"2453","Latios Nintendo Black Star Promos 015/040"
"2454","Arcanine Evolutions 018/108"
"2455","Empoleon Majestic Dawn 017/100"
"2456","Salazzle Ultra Prism 026/156"
"2457","Machamp Expedition Base Set 016/165"
"2458","Yanma Neo Discovery 017/075"
"2459","Jolteon Ancient Origins 026/098"
"2460","Charizard V Darkness Ablaze 019/189"
"2461","Electrode Jungle 018/064"
"2462","Orbeetle VMAX Vivid Voltage 021/185"
"2463","Electrode Roaring Skies 022/108"
"2464","Gorebyss Hidden Legends 018/101"
"2465","Tropius Celestial Storm 021/168"
"2466","Squirtle Plasma Storm 024/135"
"2467","Dialga DP Black Star Promos"
"2468","Darumaka Black & White 023/114"
"2469","Rapidash Generations 015/083"
"2470","Dustox Platinum 025/127"
"2471","Croconaw Dragon Majesty"
"2472","Houndoom-EX BREAKthrough 021/162"
"2473","Torchic Primal Clash 025/160"
"2474","Magcargo Cosmic Eclipse 027/236"
"2475","Tympole Plasma Freeze 024/116"
"2476","M Houndoom-EX BREAKthrough 022/162"
